ParameterName,GroupId,GroupName,DataType,Visible,Discipline,CategorySet,RevitCategories,BindingScope,BindingType,ParameterGroup,Priority,Description,ApplicationNote,AlternativeNote
TR_BA_KontrolTarihi,19,TR-TS500 BA KONTROL VE UYGUNLUK,TEXT,Evet,Statik,Structure - Core,"Structural Columns, Structural Framing, Structural Foundations, Floors, Walls, Rebar",Project Parameter - Category Set,Instance,Structural,Yüksek,Kontrol tarihi (YYYY-AA-GG),"Kontrol, onay ve uygunluk sonuçları instance bazında izlenmelidir.",
TR_BA_Onaylayan,19,TR-TS500 BA KONTROL VE UYGUNLUK,TEXT,Evet,Statik,Structure - Core,"Structural Columns, Structural Framing, Structural Foundations, Floors, Walls, Rebar",Project Parameter - Category Set,Instance,Structural,Yüksek,Onaylayan mühendis adı soyadı,"Kontrol, onay ve uygunluk sonuçları instance bazında izlenmelidir.",
TR_BA_OnayTarihi,19,TR-TS500 BA KONTROL VE UYGUNLUK,TEXT,Evet,Statik,Structure - Core,"Structural Columns, Structural Framing, Structural Foundations, Floors, Walls, Rebar",Project Parameter - Category Set,Instance,Structural,Yüksek,Onay tarihi (YYYY-AA-GG),"Kontrol, onay ve uygunluk sonuçları instance bazında izlenmelidir.",
TR_BA_Aciklama,19,TR-TS500 BA KONTROL VE UYGUNLUK,TEXT,Evet,Statik,Structure - Core,"Structural Columns, Structural Framing, Structural Foundations, Floors, Walls, Rebar",Project Parameter - Category Set,Instance,Structural,Yüksek,Genel açıklama / uyarı notu,"Kontrol, onay ve uygunluk sonuçları instance bazında izlenmelidir.",
TR_BA_HesapModelID,19,TR-TS500 BA KONTROL VE UYGUNLUK,TEXT,Evet,Statik,Structure - Core,"Structural Columns, Structural Framing, Structural Foundations, Floors, Walls, Rebar",Project Parameter - Category Set,Instance,Structural,Yüksek,Bağlı hesap modeli kimliği (SAP/ETABS ID),"Kontrol, onay ve uygunluk sonuçları instance bazında izlenmelidir.",
TR_BA_IFCExportSinifi,19,TR-TS500 BA KONTROL VE UYGUNLUK,TEXT,Evet,Statik,Structure - Core,"Structural Columns, Structural Framing, Structural Foundations, Floors, Walls, Rebar",Project Parameter - Category Set,Instance,Structural,Yüksek,IFC export sınıfı: 07_YAPISAL / alt kategori,"Kontrol, onay ve uygunluk sonuçları instance bazında izlenmelidir.",
TR_MEP_MekMuhendis,20,TR-MEP GENEL (Tesisat Proje Üst Verisi),TEXT,Evet,MEP,Project Information,Project Information,Project Parameter - Project Information,Instance,Identity Data,Orta,Sorumlu makine müh. adı soyadı (MEP),"MEP üst verisi, koordinasyon ve IFC sürümü proje düzeyindedir.",
TR_MEP_MekOdaNo,20,TR-MEP GENEL (Tesisat Proje Üst Verisi),TEXT,Evet,MEP,Project Information,Project Information,Project Parameter - Project Information,Instance,Identity Data,Orta,MMO sicil no,"MEP üst verisi, koordinasyon ve IFC sürümü proje düzeyindedir.",
TR_MEP_ElkMuhendis,20,TR-MEP GENEL (Tesisat Proje Üst Verisi),TEXT,Evet,MEP,Project Information,Project Information,Project Parameter - Project Information,Instance,Identity Data,Orta,Sorumlu elektrik müh. adı soyadı,"MEP üst verisi, koordinasyon ve IFC sürümü proje düzeyindedir.",
TR_MEP_ElkOdaNo,20,TR-MEP GENEL (Tesisat Proje Üst Verisi),TEXT,Evet,MEP,Project Information,Project Information,Project Parameter - Project Information,Instance,Identity Data,Orta,EMO sicil no,"MEP üst verisi, koordinasyon ve IFC sürümü proje düzeyindedir.",
TR_MEP_ModelVersiyonu,20,TR-MEP GENEL (Tesisat Proje Üst Verisi),TEXT,Evet,MEP,Project Information,Project Information,Project Parameter - Project Information,Instance,Identity Data,Orta,MEP model versiyon no,"MEP üst verisi, koordinasyon ve IFC sürümü proje düzeyindedir.",
TR_MEP_KoordinasyonDurumu,20,TR-MEP GENEL (Tesisat Proje Üst Verisi),TEXT,Evet,MEP,Project Information,Project Information,Project Parameter - Project Information,Instance,Identity Data,Orta,Koordinasyon durumu: Bekliyor/Devam/Tamamlandı,"MEP üst verisi, koordinasyon ve IFC sürümü proje düzeyindedir.",
TR_MEP_ClashTespitTarihi,20,TR-MEP GENEL (Tesisat Proje Üst Verisi),TEXT,Evet,MEP,Project Information,Project Information,Project Parameter - Project Information,Instance,Identity Data,Orta,Son çakışma tespiti tarihi (YYYY-AA-GG),"MEP üst verisi, koordinasyon ve IFC sürümü proje düzeyindedir.",
TR_MEP_ClashDurumu,20,TR-MEP GENEL (Tesisat Proje Üst Verisi),TEXT,Evet,MEP,Project Information,Project Information,Project Parameter - Project Information,Instance,Identity Data,Orta,Çakışma durumu: Temiz / X adet açık,"MEP üst verisi, koordinasyon ve IFC sürümü proje düzeyindedir.",
TR_MEP_IFCSurumu,20,TR-MEP GENEL (Tesisat Proje Üst Verisi),TEXT,Evet,MEP,Project Information,Project Information,Project Parameter - Project Information,Instance,Identity Data,Orta,IFC sürümü MEP modeli (IFC4 MEP),"MEP üst verisi, koordinasyon ve IFC sürümü proje düzeyindedir.",
TR_MEP_HesapRaporNo,20,TR-MEP GENEL (Tesisat Proje Üst Verisi),TEXT,Evet,MEP,Project Information,Project Information,Project Parameter - Project Information,Instance,Identity Data,Orta,MEP hesap raporu belge numarası,"MEP üst verisi, koordinasyon ve IFC sürümü proje düzeyindedir.",
TR_HVAC_KanalMalzeme,20,TR-MEP GENEL (Tesisat Proje Üst Verisi),TEXT,Evet,MEP,Project Information,Project Information,Project Parameter - Project Information,Instance,Identity Data,Orta,Kanal malzemesi: Galv. Çelik/SS/PVC/Spiro,"MEP üst verisi, koordinasyon ve IFC sürümü proje düzeyindedir.",
TR_HVAC_SistemTipi,21,TR-HVAC HAVALANDIRMA VE KLİMA,TEXT,Evet,MEP,MEP - HVAC,"Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals",Project Parameter - Category Set,Type,Mechanical,Yüksek,Sistem tipi: VAV/CAV/VRF/Chiller/Split vb,HVAC performans ve sistem bilgileri ağırlıkla sistem / tip bazlıdır.,
TR_HVAC_KapalıDevreMi,21,TR-HVAC HAVALANDIRMA VE KLİMA,YESNO,Evet,MEP,MEP - HVAC,"Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals",Project Parameter - Category Set,Type,Mechanical,Yüksek,Kapalı devre sistemi mi?,HVAC performans ve sistem bilgileri ağırlıkla sistem / tip bazlıdır.,
TR_HVAC_KanalTipi,21,TR-HVAC HAVALANDIRMA VE KLİMA,TEXT,Evet,MEP,MEP - HVAC,"Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals",Project Parameter - Category Set,Type,Mechanical,Yüksek,Kanal tipi: Dikdörtgen/Yuvarlak/Oval/Flex,HVAC performans ve sistem bilgileri ağırlıkla sistem / tip bazlıdır.,
TR_HVAC_HavaHizi,21,TR-HVAC HAVALANDIRMA VE KLİMA,NUMBER,Evet,MEP,MEP - HVAC,"Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals",Project Parameter - Category Set,Type,Mechanical,Yüksek,Tasarım hava hızı (m/s),HVAC performans ve sistem bilgileri ağırlıkla sistem / tip bazlıdır.,
TR_HVAC_HavaDebisi,21,TR-HVAC HAVALANDIRMA VE KLİMA,NUMBER,Evet,MEP,MEP - HVAC,"Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals",Project Parameter - Category Set,Type,Mechanical,Yüksek,Hava debisi (m3/h),HVAC performans ve sistem bilgileri ağırlıkla sistem / tip bazlıdır.,
TR_HVAC_BasıncKaybi,21,TR-HVAC HAVALANDIRMA VE KLİMA,NUMBER,Evet,MEP,MEP - HVAC,"Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals",Project Parameter - Category Set,Type,Mechanical,Yüksek,Basınç kaybı (Pa),HVAC performans ve sistem bilgileri ağırlıkla sistem / tip bazlıdır.,
TR_HVAC_YalitimTipi,21,TR-HVAC HAVALANDIRMA VE KLİMA,TEXT,Evet,MEP,MEP - HVAC,"Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals",Project Parameter - Category Set,Type,Mechanical,Yüksek,Kanal yalıtım tipi ve kalınlığı (mm),HVAC performans ve sistem bilgileri ağırlıkla sistem / tip bazlıdır.,
TR_HVAC_YangınDamperVarMi,21,TR-HVAC HAVALANDIRMA VE KLİMA,YESNO,Evet,MEP,MEP - HVAC,"Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals",Project Parameter - Category Set,Type,Mechanical,Yüksek,Yangın damperi var mı? (BYKHY),HVAC performans ve sistem bilgileri ağırlıkla sistem / tip bazlıdır.,
TR_HVAC_DumDamperVarMi,21,TR-HVAC HAVALANDIRMA VE KLİMA,YESNO,Evet,MEP,MEP - HVAC,"Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals",Project Parameter - Category Set,Type,Mechanical,Yüksek,Duman damperi var mı?,HVAC performans ve sistem bilgileri ağırlıkla sistem / tip bazlıdır.,
TR_HVAC_SistemAdi,21,TR-HVAC HAVALANDIRMA VE KLİMA,TEXT,Evet,MEP,MEP - HVAC,"Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals",Project Parameter - Category Set,Instance,Mechanical,Yüksek,"Sistem adı/kodu (örn: HV-01, EX-01)",HVAC performans ve sistem bilgileri ağırlıkla sistem / tip bazlıdır.,
TR_HVAC_GurultuSeviyesi,21,TR-HVAC HAVALANDIRMA VE KLİMA,NUMBER,Evet,MEP,MEP - HVAC,"Mechanical Equipment, Ducts, Duct Fittings, Duct Accessories, Air Terminals",Project Parameter - Category Set,Type,Mechanical,Yüksek,Gürültü seviyesi NC/dB(A),HVAC performans ve sistem bilgileri ağırlıkla sistem / tip bazlıdır.,
TR_ISI_SistemTipi,22,TR-ISITMA VE SOĞUTMA SİSTEMİ,TEXT,Evet,MEP,MEP - HVAC,"Mechanical Equipment, Pipes, Pipe Fittings, Pipe Accessories",Project Parameter - Category Set,Type,Mechanical,Yüksek,Sistem: Radyatör/Fancoil/Yerden Isıtma/VRF,Isıtma-soğutma sistem verileri tip bazında; sistem adı gibi alanlar instance bazında izlenebilir.,
TR_ISI_KazanTipi,22,TR-ISITMA VE SOĞUTMA SİSTEMİ,TEXT,Evet,MEP,MEP - HVAC,"Mechanical Equipment, Pipes, Pipe Fittings, Pipe Accessories",Project Parameter - Category Set,Type,Mechanical,Yüksek,Kazan tipi: Yoğuşmalı/Klasik/Isı Pompası,Isıtma-soğutma sistem verileri tip bazında; sistem adı gibi alanlar instance bazında izlenebilir.,
TR_ISI_BorMalzeme,22,TR-ISITMA VE SOĞUTMA SİSTEMİ,TEXT,Evet,MEP,MEP - HVAC,"Mechanical Equipment, Pipes, Pipe Fittings, Pipe Accessories",Project Parameter - Category Set,Type,Mechanical,Yüksek,Boru malzemesi: Çelik/Bakır/PPR/PEX/CPVC,Isıtma-soğutma sistem verileri tip bazında; sistem adı gibi alanlar instance bazında izlenebilir.,
TR_ISI_BorCap,22,TR-ISITMA VE SOĞUTMA SİSTEMİ,LENGTH,Evet,MEP,MEP - HVAC,"Mechanical Equipment, Pipes, Pipe Fittings, Pipe Accessories",Project Parameter - Category Set,Type,Mechanical,Yüksek,Boru çapı DN (mm),Isıtma-soğutma sistem verileri tip bazında; sistem adı gibi alanlar instance bazında izlenebilir.,
TR_ISI_IsıtmaDebi,22,TR-ISITMA VE SOĞUTMA SİSTEMİ,NUMBER,Evet,MEP,MEP - HVAC,"Mechanical Equipment, Pipes, Pipe Fittings, Pipe Accessories",Project Parameter - Category Set,Type,Mechanical,Yüksek,Isıtma debisi (l/h),Isıtma-soğutma sistem verileri tip bazında; sistem adı gibi alanlar instance bazında izlenebilir.,
TR_ISI_SogutmaDebi,22,TR-ISITMA VE SOĞUTMA SİSTEMİ,NUMBER,Evet,MEP,MEP - HVAC,"Mechanical Equipment, Pipes, Pipe Fittings, Pipe Accessories",Project Parameter - Category Set,Type,Mechanical,Yüksek,Soğutma debisi (l/h),Isıtma-soğutma sistem verileri tip bazında; sistem adı gibi alanlar instance bazında izlenebilir.,
TR_ISI_GirisScakligi,22,TR-ISITMA VE SOĞUTMA SİSTEMİ,NUMBER,Evet,MEP,MEP - HVAC,"Mechanical Equipment, Pipes, Pipe Fittings, Pipe Accessories",Project Parameter - Category Set,Type,Mechanical,Yüksek,Giriş sıcaklığı (°C),Isıtma-soğutma sistem verileri tip bazında; sistem adı gibi alanlar instance bazında izlenebilir.,
TR_ISI_DonusScakligi,22,TR-ISITMA VE SOĞUTMA SİSTEMİ,NUMBER,Evet,MEP,MEP - HVAC,"Mechanical Equipment, Pipes, Pipe Fittings, Pipe Accessories",Project Parameter - Category Set,Type,Mechanical,Yüksek,Dönüş sıcaklığı (°C),Isıtma-soğutma sistem verileri tip bazında; sistem adı gibi alanlar instance bazında izlenebilir.,
TR_ISI_YalitimTipi,22,TR-ISITMA VE SOĞUTMA SİSTEMİ,TEXT,Evet,MEP,MEP - HVAC,"Mechanical Equipment, Pipes, Pipe Fittings, Pipe Accessories",Project Parameter - Category Set,Type,Mechanical,Yüksek,Boru yalıtım tipi ve kalınlığı,Isıtma-soğutma sistem verileri tip bazında; sistem adı gibi alanlar instance bazında izlenebilir.,
TR_ISI_BasincSinifi,22,TR-ISITMA VE SOĞUTMA SİSTEMİ,TEXT,Evet,MEP,MEP - HVAC,"Mechanical Equipment, Pipes, Pipe Fittings, Pipe Accessories",Project Parameter - Category Set,Type,Mechanical,Yüksek,Basınç sınıfı PN6/PN10/PN16/PN25,Isıtma-soğutma sistem verileri tip bazında; sistem adı gibi alanlar instance bazında izlenebilir.,
TR_ISI_SistemAdi,22,TR-ISITMA VE SOĞUTMA SİSTEMİ,TEXT,Evet,MEP,MEP - HVAC,"Mechanical Equipment, Pipes, Pipe Fittings, Pipe Accessories",Project Parameter - Category Set,Instance,Mechanical,Yüksek,"Sistem adı/kodu (örn: IS-01, SG-01)",Isıtma-soğutma sistem verileri tip bazında; sistem adı gibi alanlar instance bazında izlenebilir.,
TR_SHT_SistemTipi,23,TR-SIHHI TESİSAT (TS EN 806),TEXT,Evet,MEP,MEP - Plumbing / Fire,"Plumbing Fixtures, Pipes, Pipe Fittings, Pipe Accessories, Mechanical Equipment",Project Parameter - Category Set,Type,Mechanical,Yüksek,Sistem: SK/SK-Sicak/PIS/YMU/YAG/YANGSU,Sıhhi tesisat verileri tip bazında; sistem adı ve depo gibi alanlar instance bazında tutulabilir.,
TR_SHT_BorMalzeme,23,TR-SIHHI TESİSAT (TS EN 806),TEXT,Evet,MEP,MEP - Plumbing / Fire,"Plumbing Fixtures, Pipes, Pipe Fittings, Pipe Accessories, Mechanical Equipment",Project Parameter - Category Set,Type,Mechanical,Yüksek,Boru malzemesi: PPR/PVC/KPVC/Bakır/HDPE,Sıhhi tesisat verileri tip bazında; sistem adı ve depo gibi alanlar instance bazında tutulabilir.,
TR_SHT_BorCap,23,TR-SIHHI TESİSAT (TS EN 806),LENGTH,Evet,MEP,MEP - Plumbing / Fire,"Plumbing Fixtures, Pipes, Pipe Fittings, Pipe Accessories, Mechanical Equipment",Project Parameter - Category Set,Type,Mechanical,Yüksek,Boru çapı DN (mm),Sıhhi tesisat verileri tip bazında; sistem adı ve depo gibi alanlar instance bazında tutulabilir.,
TR_SHT_BasincSinifi,23,TR-SIHHI TESİSAT (TS EN 806),TEXT,Evet,MEP,MEP - Plumbing / Fire,"Plumbing Fixtures, Pipes, Pipe Fittings, Pipe Accessories, Mechanical Equipment",Project Parameter - Category Set,Type,Mechanical,Yüksek,Basınç sınıfı PN,Sıhhi tesisat verileri tip bazında; sistem adı ve depo gibi alanlar instance bazında tutulabilir.,
TR_SHT_EgimYuzde,23,TR-SIHHI TESİSAT (TS EN 806),NUMBER,Evet,MEP,MEP - Plumbing / Fire,"Plumbing Fixtures, Pipes, Pipe Fittings, Pipe Accessories, Mechanical Equipment",Project Parameter - Category Set,Type,Mechanical,Yüksek,Pis su boru eğimi (%),Sıhhi tesisat verileri tip bazında; sistem adı ve depo gibi alanlar instance bazında tutulabilir.,
TR_SHT_HidroforVarMi,23,TR-SIHHI TESİSAT (TS EN 806),YESNO,Evet,MEP,MEP - Plumbing / Fire,"Plumbing Fixtures, Pipes, Pipe Fittings, Pipe Accessories, Mechanical Equipment",Project Parameter - Category Set,Type,Mechanical,Yüksek,Hidrofor sistemi var mı?,Sıhhi tesisat verileri tip bazında; sistem adı ve depo gibi alanlar instance bazında tutulabilir.,
TR_SHT_DepoHacmi,23,TR-SIHHI TESİSAT (TS EN 806),NUMBER,Evet,MEP,MEP - Plumbing / Fire,"Plumbing Fixtures, Pipes, Pipe Fittings, Pipe Accessories, Mechanical Equipment",Project Parameter - Category Set,Type,Mechanical,Yüksek,Su deposu hacmi (m3),Sıhhi tesisat verileri tip bazında; sistem adı ve depo gibi alanlar instance bazında tutulabilir.,
TR_SHT_SicakSuSistemi,23,TR-SIHHI TESİSAT (TS EN 806),TEXT,Evet,MEP,MEP - Plumbing / Fire,"Plumbing Fixtures, Pipes, Pipe Fittings, Pipe Accessories, Mechanical Equipment",Project Parameter - Category Set,Type,Mechanical,Yüksek,Sıcak su sistemi: Merkezi/Bireysel/Güneş,Sıhhi tesisat verileri tip bazında; sistem adı ve depo gibi alanlar instance bazında tutulabilir.,
TR_SHT_YalitimTipi,23,TR-SIHHI TESİSAT (TS EN 806),TEXT,Evet,MEP,MEP - Plumbing / Fire,"Plumbing Fixtures, Pipes, Pipe Fittings, Pipe Accessories, Mechanical Equipment",Project Parameter - Category Set,Type,Mechanical,Yüksek,Boru yalıtım tipi ve kalınlığı,Sıhhi tesisat verileri tip bazında; sistem adı ve depo gibi alanlar instance bazında tutulabilir.,
TR_SHT_SistemAdi,23,TR-SIHHI TESİSAT (TS EN 806),TEXT,Evet,MEP,MEP - Plumbing / Fire,"Plumbing Fixtures, Pipes, Pipe Fittings, Pipe Accessories, Mechanical Equipment",Project Parameter - Category Set,Instance,Mechanical,Yüksek,"Sistem kodu (örn: SK-01, PIS-01)",Sıhhi tesisat verileri tip bazında; sistem adı ve depo gibi alanlar instance bazında tutulabilir.,
TR_YAN_SprinklerTipi,24,TR-YANGIN TESİSATI (BYKHY 2019),TEXT,Evet,MEP,MEP - Plumbing / Fire,"Sprinklers, Pipes, Pipe Fittings, Pipe Accessories, Mechanical Equipment",Project Parameter - Category Set,Type,Mechanical,Yüksek,Sprinkler tipi: Islak/Kuru/Ön-etkili/Deluge,Yangın tesisatı performans verileri tip bazında; sistem adı instance bazında tutulabilir.,
TR_YAN_SprinklerBasinc,24,TR-YANGIN TESİSATI (BYKHY 2019),NUMBER,Evet,MEP,MEP - Plumbing / Fire,"Sprinklers, Pipes, Pipe Fittings, Pipe Accessories, Mechanical Equipment",Project Parameter - Category Set,Type,Mechanical,Yüksek,Tasarım basıncı (bar),Yangın tesisatı performans verileri tip bazında; sistem adı instance bazında tutulabilir.,
TR_YAN_SprinklerDebi,24,TR-YANGIN TESİSATI (BYKHY 2019),NUMBER,Evet,MEP,MEP - Plumbing / Fire,"Sprinklers, Pipes, Pipe Fittings, Pipe Accessories, Mechanical Equipment",Project Parameter - Category Set,Type,Mechanical,Yüksek,Tasarım debisi (l/dak),Yangın tesisatı performans verileri tip bazında; sistem adı instance bazında tutulabilir.,
TR_YAN_HazardSinifi,24,TR-YANGIN TESİSATI (BYKHY 2019),TEXT,Evet,MEP,MEP - Plumbing / Fire,"Sprinklers, Pipes, Pipe Fittings, Pipe Accessories, Mechanical Equipment",Project Parameter - Category Set,Type,Mechanical,Yüksek,Tehlike sınıfı: LH/OH1/OH2/OH3/OH4/HH,Yangın tesisatı performans verileri tip bazında; sistem adı instance bazında tutulabilir.,
TR_YAN_BorMalzeme,24,TR-YANGIN TESİSATI (BYKHY 2019),TEXT,Evet,MEP,MEP - Plumbing / Fire,"Sprinklers, Pipes, Pipe Fittings, Pipe Accessories, Mechanical Equipment",Project Parameter - Category Set,Type,Mechanical,Yüksek,Yangın borusu malzeme: Çelik/CPVC,Yangın tesisatı performans verileri tip bazında; sistem adı instance bazında tutulabilir.,
TR_YAN_BorCap,24,TR-YANGIN TESİSATI (BYKHY 2019),LENGTH,Evet,MEP,MEP - Plumbing / Fire,"Sprinklers, Pipes, Pipe Fittings, Pipe Accessories, Mechanical Equipment",Project Parameter - Category Set,Type,Mechanical,Yüksek,Yangın borusu çapı DN (mm),Yangın tesisatı performans verileri tip bazında; sistem adı instance bazında tutulabilir.,
TR_YAN_ItfaiyeBaglantisi,24,TR-YANGIN TESİSATI (BYKHY 2019),YESNO,Evet,MEP,MEP - Plumbing / Fire,"Sprinklers, Pipes, Pipe Fittings, Pipe Accessories, Mechanical Equipment",Project Parameter - Category Set,Type,Mechanical,Yüksek,İtfaiye bağlantısı var mı?,Yangın tesisatı performans verileri tip bazında; sistem adı instance bazında tutulabilir.,
TR_YAN_HidrantTipi,24,TR-YANGIN TESİSATI (BYKHY 2019),TEXT,Evet,MEP,MEP - Plumbing / Fire,"Sprinklers, Pipes, Pipe Fittings, Pipe Accessories, Mechanical Equipment",Project Parameter - Category Set,Type,Mechanical,Yüksek,Hidrant tipi: İç/Dış/Yerüstü,Yangın tesisatı performans verileri tip bazında; sistem adı instance bazında tutulabilir.,
TR_YAN_KosumaDebi,24,TR-YANGIN TESİSATI (BYKHY 2019),NUMBER,Evet,MEP,MEP - Plumbing / Fire,"Sprinklers, Pipes, Pipe Fittings, Pipe Accessories, Mechanical Equipment",Project Parameter - Category Set,Type,Mechanical,Yüksek,Koşuma debisi (l/dak) BYKHY Tablo,Yangın tesisatı performans verileri tip bazında; sistem adı instance bazında tutulabilir.,
