ParametreAdı,SemanticAnahtar,StandartParametre_EN,VeriTipi,GrupID,GrupAdı,Disiplin,KategoriKümesi,ÖnerilenRevitKategorileri,BağlamaKapsamı,BağlamaTürü,RevitArayüzGrubu,Öncelik,ZorunluMu,DegerKaynakKurali,AnaKullanim,Açıklama,UygulamaNotu,Description_TR,Description_EN,CeviriKaynagi,GozdenGecirmeDurumu
TR_PencereCamTipi,pencere_cam_tipi,EN_WindowGlassType,TEXT,13,TR-PENCERE ÖZELLİKLERİ,Mimari,Architecture - Windows,"Windows, Curtain Panels",Project Parameter - Category Set,Type,Identity Data,Yüksek,Hayır,manual,Architecture - Windows,Cam tipi: Isıcam 4+16+4 vb,Pencere tip özellikleri tip bazında bağlanmalıdır.,Cam tipi: Isıcam 4+16+4 vb,Glazing type: Double glazed 4+16+4 etc.,shared_param_definition,guncellendi
TR_PencereUDegeri,pencere_udegeri,EN_WindowUValue,NUMBER,13,TR-PENCERE ÖZELLİKLERİ,Mimari,Architecture - Windows,"Windows, Curtain Panels",Project Parameter - Category Set,Type,Dimensions,Yüksek,Hayır,manual,Architecture - Windows,Uw değeri (W/m2K) TS 825,Pencere tip özellikleri tip bazında bağlanmalıdır.,Uw değeri (W/m2K) TS 825,Uw value (W/m2K) per TS 825,shared_param_definition,guncellendi
TR_PencereSHGC,pencere_shgc,EN_WindowSHGC,NUMBER,13,TR-PENCERE ÖZELLİKLERİ,Mimari,Architecture - Windows,"Windows, Curtain Panels",Project Parameter - Category Set,Type,Identity Data,Yüksek,Hayır,manual,Architecture - Windows,Güneş ısı kazanım katsayısı SHGC/g,Pencere tip özellikleri tip bazında bağlanmalıdır.,Güneş ısı kazanım katsayısı SHGC/g,Solar heat gain coefficient SHGC/g,shared_param_definition,guncellendi
TR_PencereAcilmaTipi,pencere_acilma_tipi,EN_WindowOpeningType,TEXT,13,TR-PENCERE ÖZELLİKLERİ,Mimari,Architecture - Windows,"Windows, Curtain Panels",Project Parameter - Category Set,Type,Identity Data,Yüksek,Hayır,manual,Architecture - Windows,Açılma tipi: Sabit/Kanatlı/Sürgülü,Pencere tip özellikleri tip bazında bağlanmalıdır.,Açılma tipi: Sabit/Kanatlı/Sürgülü,Opening type: Fixed / Casement / Sliding,shared_param_definition,guncellendi
TR_PencereCerceveSistemi,pencere_cerceve_sistemi,EN_WindowFrameSystem,TEXT,13,TR-PENCERE ÖZELLİKLERİ,Mimari,Architecture - Windows,"Windows, Curtain Panels",Project Parameter - Category Set,Type,Identity Data,Yüksek,Hayır,manual,Architecture - Windows,Çerçeve sistemi (60mm/70mm/80mm sistem),Pencere tip özellikleri tip bazında bağlanmalıdır.,Çerçeve sistemi (60mm/70mm/80mm sistem),Frame system (60mm / 70mm / 80mm profile),shared_param_definition,guncellendi
TR_PencereSesYalitim,pencere_ses_yalitim,EN_WindowAcousticInsulation,NUMBER,13,TR-PENCERE ÖZELLİKLERİ,Mimari,Architecture - Windows,"Windows, Curtain Panels",Project Parameter - Category Set,Type,Identity Data,Yüksek,Hayır,manual,Architecture - Windows,Ses yalıtım değeri Rw (dB),Pencere tip özellikleri tip bazında bağlanmalıdır.,Ses yalıtım değeri Rw (dB),Sound insulation value Rw (dB),shared_param_definition,guncellendi
TR_PencerePozNo,pencere_poz_no,EN_WindowItemNumber,TEXT,13,TR-PENCERE ÖZELLİKLERİ,Mimari,Architecture - Windows,"Windows, Curtain Panels",Project Parameter - Category Set,Type,Identity Data,Yüksek,Hayır,manual,Architecture - Windows,ÇŞB poz numarası,Pencere tip özellikleri tip bazında bağlanmalıdır.,ÇŞB poz numarası,MoEUA unit price item number,shared_param_definition,guncellendi
TR_PencereUretici,pencere_uretici,EN_WindowManufacturer,TEXT,13,TR-PENCERE ÖZELLİKLERİ,Mimari,Architecture - Windows,"Windows, Curtain Panels",Project Parameter - Category Set,Type,Identity Data,Yüksek,Hayır,manual,Architecture - Windows,Üretici firma ve ürün kodu,Pencere tip özellikleri tip bazında bağlanmalıdır.,Üretici firma ve ürün kodu,Manufacturer company and product code,shared_param_definition,guncellendi
TR_PencereEmniyet,pencere_emniyet,EN_WindowSafetyGlazing,YESNO,13,TR-PENCERE ÖZELLİKLERİ,Mimari,Architecture - Windows,"Windows, Curtain Panels",Project Parameter - Category Set,Type,Identity Data,Yüksek,Hayır,manual,Architecture - Windows,Emniyet camı var mı? (lamine/temperli),Pencere tip özellikleri tip bazında bağlanmalıdır.,Emniyet camı var mı? (lamine/temperli),Is there safety glazing? (laminated / tempered),shared_param_definition,guncellendi
TR_DosemeTipi,doseme_tipi,EN_FloorType,TEXT,14,TR-DÖŞEME ÖZELLİKLERİ,Mimari,Architecture - Floors,Floors,Project Parameter - Category Set,Type,Identity Data,Yüksek,Hayır,manual,Architecture - Floors,Döşeme tipi: Betonarme/Kompozit/Ahşap,Döşeme tip özellikleri tip bazında bağlanmalıdır.,Döşeme tipi: Betonarme/Kompozit/Ahşap,Floor type: Reinforced concrete / Composite / Timber,shared_param_definition,guncellendi
TR_DosemeKalinligi,doseme_kalinligi,EN_FloorThickness,LENGTH,14,TR-DÖŞEME ÖZELLİKLERİ,Mimari,Architecture - Floors,Floors,Project Parameter - Category Set,Type,Identity Data,Yüksek,Hayır,manual,Architecture - Floors,Döşeme toplam kalınlığı (mm),Döşeme tip özellikleri tip bazında bağlanmalıdır.,Döşeme toplam kalınlığı (mm),Total floor slab thickness (mm),shared_param_definition,guncellendi
TR_DosemeKaplama,doseme_kaplama,EN_FloorFinishMaterial,TEXT,14,TR-DÖŞEME ÖZELLİKLERİ,Mimari,Architecture - Floors,Floors,Project Parameter - Category Set,Type,Identity Data,Yüksek,Hayır,manual,Architecture - Floors,Kaplama malzemesi: Seramik/Granit/Ahşap,Döşeme tip özellikleri tip bazında bağlanmalıdır.,Kaplama malzemesi: Seramik/Granit/Ahşap,Floor finish material: Ceramic / Granite / Timber,shared_param_definition,guncellendi
TR_DosemeREI,doseme_rei,EN_FloorREI,TEXT,14,TR-DÖŞEME ÖZELLİKLERİ,Mimari,Architecture - Floors,Floors,Project Parameter - Category Set,Type,Identity Data,Yüksek,Hayır,manual,Architecture - Floors,Yangın direnç sınıfı REI,Döşeme tip özellikleri tip bazında bağlanmalıdır.,Yangın direnç sınıfı REI,Fire resistance class REI,shared_param_definition,guncellendi
TR_DosemeSuYalitim,doseme_su_yalitim,EN_FloorWaterproofing,YESNO,14,TR-DÖŞEME ÖZELLİKLERİ,Mimari,Architecture - Floors,Floors,Project Parameter - Category Set,Type,Identity Data,Yüksek,Hayır,manual,Architecture - Floors,Su yalıtımı var mı?,Döşeme tip özellikleri tip bazında bağlanmalıdır.,Su yalıtımı var mı?,Is there waterproofing?,shared_param_definition,guncellendi
TR_DosemeIsıYalitim,doseme_isi_yalitim,EN_FloorThermalInsulation,TEXT,14,TR-DÖŞEME ÖZELLİKLERİ,Mimari,Architecture - Floors,Floors,Project Parameter - Category Set,Type,Identity Data,Yüksek,Hayır,manual,Architecture - Floors,Isı yalıtım tipi ve kalınlığı,Döşeme tip özellikleri tip bazında bağlanmalıdır.,Isı yalıtım tipi ve kalınlığı,Thermal insulation type and thickness,shared_param_definition,guncellendi
TR_DosemeUDegeri,doseme_udegeri,EN_FloorUValue,NUMBER,14,TR-DÖŞEME ÖZELLİKLERİ,Mimari,Architecture - Floors,Floors,Project Parameter - Category Set,Type,Dimensions,Yüksek,Hayır,manual,Architecture - Floors,U değeri (W/m2K),Döşeme tip özellikleri tip bazında bağlanmalıdır.,U değeri (W/m2K),U value (W/m2K),shared_param_definition,guncellendi
TR_DosemeSesYalitim,doseme_ses_yalitim,EN_FloorAcousticInsulation,NUMBER,14,TR-DÖŞEME ÖZELLİKLERİ,Mimari,Architecture - Floors,Floors,Project Parameter - Category Set,Type,Identity Data,Yüksek,Hayır,manual,Architecture - Floors,Ses yalıtım değeri (dB),Döşeme tip özellikleri tip bazında bağlanmalıdır.,Ses yalıtım değeri (dB),Sound insulation value (dB),shared_param_definition,guncellendi
TR_DosemePozNo,doseme_poz_no,EN_FloorItemNumber,TEXT,14,TR-DÖŞEME ÖZELLİKLERİ,Mimari,Architecture - Floors,Floors,Project Parameter - Category Set,Type,Identity Data,Yüksek,Hayır,manual,Architecture - Floors,ÇŞB poz numarası,Döşeme tip özellikleri tip bazında bağlanmalıdır.,ÇŞB poz numarası,MoEUA unit price item number,shared_param_definition,guncellendi
TR_DosemeYukKapasitesi,doseme_yuk_kapasitesi,EN_FloorLoadCapacity,NUMBER,14,TR-DÖŞEME ÖZELLİKLERİ,Mimari,Architecture - Floors,Floors,Project Parameter - Category Set,Type,Identity Data,Yüksek,Hayır,manual,Architecture - Floors,Tasarım yük kapasitesi (kN/m2),Döşeme tip özellikleri tip bazında bağlanmalıdır.,Tasarım yük kapasitesi (kN/m2),Design load capacity (kN/m2),shared_param_definition,guncellendi
TR_CatiTipi,cati_tipi,EN_RoofType,TEXT,15,TR-ÇATI ÖZELLİKLERİ,Mimari,Architecture - Roofs,Roofs,Project Parameter - Category Set,Type,Identity Data,Yüksek,Hayır,manual,Architecture - Roofs,Çatı tipi: Eğimli/Düz/Yeşil/Kombine,Çatı tip özellikleri tip bazında bağlanmalıdır.,Çatı tipi: Eğimli/Düz/Yeşil/Kombine,Roof type: Pitched / Flat / Green / Combined,shared_param_definition,guncellendi
TR_CatiEgimi,cati_egimi,EN_RoofSlope,NUMBER,15,TR-ÇATI ÖZELLİKLERİ,Mimari,Architecture - Roofs,Roofs,Project Parameter - Category Set,Type,Dimensions,Yüksek,Hayır,manual,Architecture - Roofs,Çatı eğimi (%),Çatı tip özellikleri tip bazında bağlanmalıdır.,Çatı eğimi (%),Roof slope (%),shared_param_definition,guncellendi
TR_CatiKaplama,cati_kaplama,EN_RoofCladding,TEXT,15,TR-ÇATI ÖZELLİKLERİ,Mimari,Architecture - Roofs,Roofs,Project Parameter - Category Set,Type,Identity Data,Yüksek,Hayır,manual,Architecture - Roofs,Çatı kaplama malzemesi,Çatı tip özellikleri tip bazında bağlanmalıdır.,Çatı kaplama malzemesi,Roof cladding material,shared_param_definition,guncellendi
TR_CatiSuYalitim,cati_su_yalitim,EN_RoofWaterproofing,TEXT,15,TR-ÇATI ÖZELLİKLERİ,Mimari,Architecture - Roofs,Roofs,Project Parameter - Category Set,Type,Identity Data,Yüksek,Hayır,manual,Architecture - Roofs,Su yalıtım sistemi tipi,Çatı tip özellikleri tip bazında bağlanmalıdır.,Su yalıtım sistemi tipi,Waterproofing system type,shared_param_definition,guncellendi
TR_CatiIsıYalitim,cati_isi_yalitim,EN_RoofThermalInsulation,TEXT,15,TR-ÇATI ÖZELLİKLERİ,Mimari,Architecture - Roofs,Roofs,Project Parameter - Category Set,Type,Identity Data,Yüksek,Hayır,manual,Architecture - Roofs,Isı yalıtım tipi ve kalınlığı,Çatı tip özellikleri tip bazında bağlanmalıdır.,Isı yalıtım tipi ve kalınlığı,Thermal insulation type and thickness,shared_param_definition,guncellendi
TR_CatiUDegeri,cati_udegeri,EN_RoofUValue,NUMBER,15,TR-ÇATI ÖZELLİKLERİ,Mimari,Architecture - Roofs,Roofs,Project Parameter - Category Set,Type,Dimensions,Yüksek,Hayır,manual,Architecture - Roofs,U değeri (W/m2K),Çatı tip özellikleri tip bazında bağlanmalıdır.,Çatı/teras U değeri (W/m2K),U value (W/m2K),shared_param_definition,guncellendi
TR_CatiREI,cati_rei,EN_RoofREI,TEXT,15,TR-ÇATI ÖZELLİKLERİ,Mimari,Architecture - Roofs,Roofs,Project Parameter - Category Set,Type,Identity Data,Yüksek,Hayır,manual,Architecture - Roofs,Yangın direnç sınıfı REI,Çatı tip özellikleri tip bazında bağlanmalıdır.,Yangın direnç sınıfı REI,Fire resistance class REI,shared_param_definition,guncellendi
TR_CatiPozNo,cati_poz_no,EN_RoofItemNumber,TEXT,15,TR-ÇATI ÖZELLİKLERİ,Mimari,Architecture - Roofs,Roofs,Project Parameter - Category Set,Type,Identity Data,Yüksek,Hayır,manual,Architecture - Roofs,ÇŞB poz numarası,Çatı tip özellikleri tip bazında bağlanmalıdır.,ÇŞB poz numarası,MoEUA unit price item number,shared_param_definition,guncellendi
TR_TS500_StandartSurum,ts500_standart_surum,EN_TS500StandardEdition,TEXT,16,TR-TS500 GENEL BETONARME,Statik,Project Information,Project Information,Project Parameter - Project Information,Instance,Structural,Orta,Hayır,manual,Project Information,TS 500 sürümü (TS 500:2000+A1:2018),TS500 proje üst verileri proje seviyesinde tutulmalıdır.,TS 500 sürümü (TS 500:2000+A1:2018),TS 500 edition (TS 500:2000+A1:2018),shared_param_definition,guncellendi
TR_BetonSinifi_Proje,beton_sinifi_proje,EN_ConcreteClassProject,TEXT,16,TR-TS500 GENEL BETONARME,Statik,Project Information,Project Information,Project Parameter - Project Information,Instance,Structural,Orta,Hayır,manual,Project Information,Projede kullanılan beton sınıfları (C25/30 vb),TS500 proje üst verileri proje seviyesinde tutulmalıdır.,Projede kullanılan beton sınıfları (C25/30 vb),Concrete classes used in project (C25/30 etc.),shared_param_definition,guncellendi
TR_DonatiCeligiSinifi_Proje,donati_celigi_sinifi_proje,EN_RebarSteelClassProject,TEXT,16,TR-TS500 GENEL BETONARME,Statik,Project Information,Project Information,Project Parameter - Project Information,Instance,Structural,Orta,Hayır,manual,Project Information,Donatı çeliği sınıfı (B420C / B500C),TS500 proje üst verileri proje seviyesinde tutulmalıdır.,Donatı çeliği sınıfı (B420C / B500C),Reinforcement steel class (B420C / B500C),shared_param_definition,guncellendi
TR_CevreEtkiSinifi,cevre_etki_sinifi,EN_ExposureClass,TEXT,16,TR-TS500 GENEL BETONARME,Statik,Project Information,Project Information,Project Parameter - Project Information,Instance,Structural,Orta,Hayır,manual,Project Information,Çevre etki sınıfı (XC1-XC4 / XS / XD / XF),TS500 proje üst verileri proje seviyesinde tutulmalıdır.,Çevre etki sınıfı (XC1-XC4 / XS / XD / XF),Exposure class (XC1-XC4 / XS / XD / XF),shared_param_definition,guncellendi
TR_YapiTasiyiciSistemSinifi,yapi_tasiyici_sistem_sinifi,EN_BuildingStructuralSystemClass,TEXT,16,TR-TS500 GENEL BETONARME,Statik,Project Information,Project Information,Project Parameter - Project Information,Instance,Structural,Orta,Hayır,manual,Project Information,Taşıyıcı sistem sınıfı (TBDY: BYS-1..8),TS500 proje üst verileri proje seviyesinde tutulmalıdır.,Taşıyıcı sistem sınıfı (TBDY: BYS-1..8),Structural system class (TBDY: BYS-1..8),shared_param_definition,guncellendi
TR_AnalizYontemi,analiz_yontemi,EN_AnalysisMethod,TEXT,16,TR-TS500 GENEL BETONARME,Statik,Project Information,Project Information,Project Parameter - Project Information,Instance,Structural,Orta,Hayır,manual,Project Information,Analiz yöntemi (Mod Birlest./Zaman Tanım/İtme),TS500 proje üst verileri proje seviyesinde tutulmalıdır.,Analiz yöntemi (Mod Birlest./Zaman Tanım/İtme),Analysis method (Modal Combination / Time History / Pushover),shared_param_definition,guncellendi
TR_StatikModelVersiyonu,statik_model_versiyonu,EN_StructuralModelVersion,TEXT,16,TR-TS500 GENEL BETONARME,Statik,Project Information,Project Information,Project Parameter - Project Information,Instance,Structural,Orta,Hayır,manual,Project Information,Statik model versiyon no (SAP2000/ETABS vb),TS500 proje üst verileri proje seviyesinde tutulmalıdır.,Statik model versiyon no (SAP2000/ETABS vb),Structural model version number (SAP2000/ETABS etc.),shared_param_definition,guncellendi
TR_HesapRaporNo,hesap_rapor_no,EN_CalculationReportNumber,TEXT,16,TR-TS500 GENEL BETONARME,Statik,Project Information,Project Information,Project Parameter - Project Information,Instance,Structural,Orta,Hayır,manual,Project Information,Statik hesap raporu belge numarası,TS500 proje üst verileri proje seviyesinde tutulmalıdır.,Statik hesap raporu belge numarası,Structural calculation report document number,shared_param_definition,guncellendi
TR_RevizyonStatik,revizyon_statik,EN_StructuralRevision,TEXT,16,TR-TS500 GENEL BETONARME,Statik,Project Information,Project Information,Project Parameter - Project Information,Instance,Structural,Orta,Hayır,manual,Project Information,Statik revizyon kodu ve tarihi,TS500 proje üst verileri proje seviyesinde tutulmalıdır.,Statik revizyon kodu ve tarihi,Structural revision code and date,shared_param_definition,guncellendi
TR_BA_ElemanKodu,ba_eleman_kodu,EN_RCElementCode,TEXT,17,TR-TS500 BA ELEMAN ÖZELLİKLERİ,Statik,Structure - Core,"Structural Columns, Structural Framing, Structural Foundations, Floors, Walls",Project Parameter - Category Set,Type,Structural,Yüksek,Hayır,manual,Structure - Core,"BA eleman kodu (K01, P01, KR01, D01, T01)",Betonarme eleman tanımları tip bazında tutulmalıdır.,"BA eleman kodu (K01, P01, KR01, D01, T01)","RC element code (C01, B01, SW01, S01, F01)",shared_param_definition,guncellendi
TR_BA_ElemanTipi,ba_eleman_tipi,EN_BAElementType,TEXT,17,TR-TS500 BA ELEMAN ÖZELLİKLERİ,Statik,Structure - Core,"Structural Columns, Structural Framing, Structural Foundations, Floors, Walls",Project Parameter - Category Set,Type,Structural,Yüksek,Hayır,manual,Structure - Core,Kolon / Kiriş / Perde / Döşeme / Temel,Betonarme eleman tanımları tip bazında tutulmalıdır.,Kolon / Kiriş / Perde / Döşeme / Temel,Column / Beam / Shear wall / Slab / Foundation,shared_param_definition,guncellendi
TR_BA_TasiyiciSistemAltTuru,ba_tasiyici_sistem_alt_turu,EN_RCStructuralSubType,TEXT,17,TR-TS500 BA ELEMAN ÖZELLİKLERİ,Statik,Structure - Core,"Structural Columns, Structural Framing, Structural Foundations, Floors, Walls",Project Parameter - Category Set,Type,Structural,Yüksek,Hayır,manual,Structure - Core,Alt tür: Çerçeve/Perde+Çerçeve/Perdeli/Tüp,Betonarme eleman tanımları tip bazında tutulmalıdır.,Alt tür: Çerçeve/Perde+Çerçeve/Perdeli/Tüp,Sub-type: Frame / Dual / Shear wall / Tube,shared_param_definition,guncellendi
TR_BA_BetonSinifi,ba_beton_sinifi,EN_RCConcreteClass,TEXT,17,TR-TS500 BA ELEMAN ÖZELLİKLERİ,Statik,Structure - Core,"Structural Columns, Structural Framing, Structural Foundations, Floors, Walls",Project Parameter - Category Set,Type,Structural,Yüksek,Hayır,manual,Structure - Core,"Bu elemana ait beton sınıfı (C25/30, C30/37)",Betonarme eleman tanımları tip bazında tutulmalıdır.,"Bu elemana ait beton sınıfı (C25/30, C30/37)","Concrete class for this element (C25/30, C30/37)",shared_param_definition,guncellendi
TR_BA_DonatiSinifi,ba_donati_sinifi,EN_RCRebarClass,TEXT,17,TR-TS500 BA ELEMAN ÖZELLİKLERİ,Statik,Structure - Core,"Structural Columns, Structural Framing, Structural Foundations, Floors, Walls",Project Parameter - Category Set,Type,Structural,Yüksek,Hayır,manual,Structure - Core,Donatı sınıfı (B420C / B500C),Betonarme eleman tanımları tip bazında tutulmalıdır.,Donatı sınıfı (B420C / B500C),Reinforcement class (B420C / B500C),shared_param_definition,guncellendi
